WATERBODY_CODE,Waterbody_LID,LOCNAME,TWS_code,neglondec,latdec,SA,LO
43048111,17-4857-47670,Thames River  N. Branch (St. M. to Fan.),02GD,-81.18666667,43.06527778,231.72,6
43468020,17-5535-48461,Belwood Lake,02GA,-80.33944444,43.75861111,522.45,6
44027916,17-6384-48765,Musselman Lake,02EC,-79.27305556,44.03083333,48.36,1
44058125,17-4665-48812,Silver Lake,02FC,-81.41916667,44.08527778,59.47,3
44097814,17-7257-48946,Otonabee River,02HJ,-78.23333333,44.15,9183.48,7
44107850,17-6715-48930,Lake Scugog,02HG,-78.85722222,44.18333333,6643.85,6
44127810,17-7257-48946,Rice Lake - off Otonabee River,02HJ,-78.22472222,44.14472222,9183.48,7
44147808,17-7257-48946,Rice Lake  - eastern end,02HJ,-78.12194444,44.21305556,9183.48,7
44187819,17-7146-49082,Otonabee River Little L.,02HJ,-78.30972222,44.2975,58.85,7
44247824,17-7076-49181,Chemong Lake,02HH,-78.39277778,44.38861111,1647.17,4
44247845,17-6820-49260,Scugog River - downstream of Lindsay,02HH,-78.75,44.4,4387.85,7
44257633,18-3760-49200,Sydenham Lake,02HM,-76.55666667,44.43083333,660.05,5
44257742,18-2850-49215,Rylstone Lake,02HK,-77.70166667,44.42305556,98.27,7
44257845,17-6820-49260,Sturgeon Lake (Goose Bay),02HH,-78.75305556,44.41472222,4387.85,7
44257940,17-6058-49199,Little Lake,02ED,-79.67083333,44.42666667,226.03,5
44267613,18-4028-49206,South Lake,02MA,-76.22138889,44.43416667,237.39,4
44277633,18-3760-49200,Mica Lake,02HM,-76.55,44.45,-9999,-9999
44277816,17-7182-49263,Katchewanooka Lake,02HH,-78.25861111,44.4575,334.01,7
44277830,17-6992-49270,Pigeon Lake,02HH,-78.49472222,44.47083333,4862.86,7
44287641,18-3661-49250,Hambly Lake,02HM,-76.68333333,44.46805556,72.76,3
44287843,17-6820-49260,Sturgeon Lake,02HH,-78.71666667,44.46666667,4387.85,7
44297823,17-7074-49293,Buckhorn Lake,02HH,-78.39583333,44.48444444,3131.57,7
44307727,18-3050-49285,Moira Lake,02HL,-77.45361111,44.48722222,852.68,6
44317749,18-2756-49309,Belmont Lake,02HK,-77.82666667,44.495,773.46,7
44327600,18-4196-49317,Charleston Lake,02MA,-76.01583333,44.53472222,2602.02,-9999
44327632,18-3782-49339,Birch Lake,02MA,-76.54166667,44.54777778,196.12,5
44327806,17-7310-49342,Dummer (White) Lake,02HJ,-78.09333333,44.52611111,181.2,1
44327818,17-7170-49371,Lower Buckhorn Lake,02HH,-78.27333333,44.55361111,1252.6,7
44337806,17-7310-49388,Stony Lake,02HH,-78.10888889,44.5625,2738.4,7
44337813,17-7197-49373,Lovesick Lake,02HH,-78.23333333,44.55722222,255.3,7
44338114,17-4822-49331,Chesley Lake,02FA,-81.22416667,44.55277778,207.79,2
44347616,18-3998-49356,Sand Lake,02MA,-76.26138889,44.56833333,890.96,6
44347823,17-7074-49389,Big Bald Lake,02HH,-78.38722222,44.57555556,196.53,4
44357647,18-3580-49390,Fourth Depot Lake,02HM,-76.78916667,44.59166667,40.01,5
44357659,18-3420-49390,Gull Lake,02HM,-76.99027778,44.58916667,21.36,4
44357700,18-3404-49395,Sheffield Long Lake,02HM,-77.00972222,44.59527778,92.26,5
44357750,18-2756-49393,Cordova Lake,02HK,-77.825,44.57527778,252.88,6
44357850,17-6712-49387,Balsam Lake,02HF,-78.84166667,44.58055556,4664.7,6
44367640,18-3677-49397,St. Andrew Lakes,02HM,-76.66944444,44.60444444,50.33,4
44367930,17-6187-49397,Bass Lake,02ED,-79.50666667,44.60333333,549.6,4
44387907,17-6500-49453,Dalrymple Lake,02EC,-79.10861111,44.64722222,1385.38,5
44397633,18-3767-49466,Burridge Lake,02LA,-76.55472222,44.66444444,95.07,3
44407922,17-6286-49481,Lake Couchiching,02EC,-79.37638889,44.66416667,4542.63,7
44417635,18-3741-49489,Bobs Lake,02LA,-76.58777778,44.68111111,1869.46,6
44417642,18-3651-49486,Eagle Lake,02LA,-76.69861111,44.68305556,641.16,4
44417658,18-3434-49499,Bull Lake,02HM,-76.97472222,44.68777778,136.6,5
44417845,17-6793-49499,Four Mile Lake,02HF,-78.73722222,44.68166667,758.33,4
44417919,17-6328-49494,Lake St. John,02EC,-79.325,44.68694444,654.11,4
44427919,17-6328-49494,Black River,02EC,-79.31666667,44.7,654.11,4
44437643,18-3640-49528,Leggat Lake,02LA,-76.72388889,44.71305556,181.95,3
44437655,18-3490-49540,Big Clear Lake,02HM,-76.90694444,44.72583333,322.62,4
44437848,17-6749-49534,Shadow Lake,02HF,-78.79138889,44.71472222,356.81,6
44438113,17-4820-49523,Boat Lake,02FA,-81.22694444,44.72583333,-9999,5
44447855,17-6651-49559,Head Lake,02EC,-78.91388889,44.73972222,938.28,6
44457819,17-7116-49585,Catchacoma Lake,02HH,-78.32666667,44.75833333,707.39,5
44467613,18-4040-49580,Big Rideau Lake,02LA,-76.2125,44.77083333,4546.48,6
44467630,18-3814-49569,Farrell (Farren) Lake,02LA,-76.49777778,44.75833333,175.25,3
44467641,18-3668-49582,Sharbot Lake,02KF,-76.69333333,44.7675,827.17,5
44477924,17-6275-49634,Sparrow Lake,02EC,-79.38722222,44.81305556,789.13,8
44477929,17-6191-49604,Matchedash Lake,02EC,-79.49444444,44.78944444,196.44,4
44487626,18-3862-49620,Christie Lake,02LA,-76.43861111,44.80444444,647.59,6
44497942,17-6016-49633,Little Lake - Gloucester Pool,NA,-79.71222222,44.81805556,382.45,-9999
44497959,17-5814-49627,Farlain Lake,02ED,-79.97083333,44.81527778,109.59,0
44507658,18-3453-49652,Big Gull Lake,02KF,-76.96888889,44.82694444,2419.33,5
44507716,18-3220-49677,Skootamatta Lake,02HL,-77.2475,44.8375,1208.93,5
44507803,17-7329-49698,Tallan Lake,02HK,-78.0525,44.84583333,46.15,2
44517942,17-6026-49666,Gloucester Pool (Severn R,NA,-79.70055556,44.85083333,1228.14,-9999
44527701,18-3389-49691,Kashwakamak Lake,02KF,-77.03861111,44.85666667,-9999,-9999
44527808,17-7255-49721,Alder Lake,02HH,-78.14583333,44.86833333,27.26,1
44527939,17-6065-49697,Tea Lake,02EC,-79.64944444,44.87583333,110.79,5
44547808,17-7269-49741,Eels Lake,02HH,-78.13194444,44.8975,935.98,4
44557712,18-3267-49749,Upper Mazinaw Lake,02KF,-77.20305556,44.93333333,-9999,5
44567924,17-6201-49898,Lake Muskoka (Gravenhurst,02EB,-79.39638889,44.93027778,12063.85,8
44587634,18-3762-49801,Dalhousie Lake,02KF,-76.56944444,44.96555556,615.23,6
44587801,17-7323-49829,Lower Paudash Lake,02HK,-78.00111111,44.9675,1199.58,5
44587803,17-7323-49829,Paudash Lake,02HK,-78.05472222,44.96361111,1199.58,5
44597721,18-3122-49855,Effingham Lake,02KD,-77.36,44.985,340.65,4
45007704,18-3369-49845,Buckshot Lake,02KF,-77.06944444,44.99555556,441.8,5
45007925,17-6201-49898,Lake Muskoka,02EB,-79.47472222,45.05361111,12063.85,8
45017651,18-3549-49862,Palmerston Lake,02KF,-76.84166667,45.01611111,539.44,4
45017843,17-6807-49881,Twelve Mile Lake,02HF,-78.70583333,45.02527778,355.68,6
45017923,17-6201-49898,Lake Muskoka E.A.G.L.E.,02EB,-79.38333333,45.01666667,12063.85,8
45027725,18-3085-49890,Weslemkoon Lake,02KD,-77.43083333,45.03055556,1976.07,5
45037703,18-3388-49903,Brule Lake,02KE,-77.04833333,45.05083333,582.94,5
45037903,17-6532-49909,Bigwind Lake,02EB,-79.05472222,45.05722222,107.84,2
45047755,18-2699-49935,Faraday Lake,02KD,-77.92222222,45.05972222,113.99,4
45058123,17-4689-49939,Miller Lake,02FA,-81.39388889,45.09916667,-9999,3
45077803,18-2642-49981,Baptiste Lake,02KD,-77.99611111,45.09916667,2153.66,5
45087648,18-3587-49991,Govan Lake,02KF,-76.79527778,45.13305556,178.92,4
45107712,18-3264-50044,Leatherroot Lake,02KE,-77.20916667,45.17305556,20.61,0
45107944,17-5998-50031,Lake Joseph,02EB,-79.71611111,45.185,5266.25,5
45117749,18-2790-50077,Salmon Trout Lake,02KD,-77.81305556,45.19,101.18,2
45117832,17-6934-50060,Redstone Lake,02HF,-78.53777778,45.18305556,1180.39,5
45127656,18-3469-50088,Black Donald Lake,02KE,-76.93805556,45.21444444,1592.02,8
45127824,17-7045-50074,Haliburton Lake,02HF,-78.39611111,45.19277778,1031.03,5
45127842,17-6806-50080,Red Pine Lake,02HF,-78.70166667,45.20444444,400.87,5
45128120,17-4736-50056,Gillies Lake,02FA,-81.33555556,45.20472222,217.43,3
45138131,17-4583-50085,Cyprus Lake,02FA,-81.53138889,45.23055556,74.33,2
45138134,17-4561-50068,Cameron Lake,02FA,-81.55805556,45.21694444,159.38,2
45157838,17-6844-50137,Goodwin Lake,02HF,-78.64916667,45.255,56.04,3
45157904,17-6567-50131,Lake of Bays,02EB,-78.99833333,45.25055556,6776.16,7
45157915,17-6369-50115,Mary Lake,02EB,-79.25833333,45.24444444,1061.45,7
45157927,17-6216-50117,Skeleton Lake,02EB,-79.45333333,45.25111111,-9999,4
45167645,18-3634-50151,Calabogie Lake,02KE,-76.74277778,45.27722222,1136.24,8
45187631,18-3808-50183,White Lake,02KE,-76.51861111,45.29805556,2368.86,6
45207643,18-3652-50219,Norway Lake,02KE,-76.72,45.33916667,283.31,4
45217841,17-6818-50232,Kimball Lake,02EB,-78.67611111,45.34166667,216.95,4
45217847,17-6738-50244,Fletcher Lake,02EB,-78.78444444,45.35361111,269.59,4
45217855,17-6628-50250,Oxtongue Lake,02EB,-78.91666667,45.35,240.1,6
45227801,17-7331-50275,McKenzie Lake,02KD,-78.02277778,45.36416667,314.36,4
45257545,18-4334-50239,Ottawa River Ottawa/Carl.,NA,-75.86722222,45.37388889,8870.6,-9999
45257741,18-2891-50334,Kamaniskeg Lake,02KD,-77.69388889,45.41333333,2217.07,7
45257923,17-6254-50307,Buck Lake,02EB,-79.39472222,45.42027778,264.19,5
45267616,18-3854-50393,Ottawa River Mississippi,NA,-76.285,45.44111111,7602.6,-9999
45267712,18-3287-50341,Lake Clear,02KC,-77.19027778,45.44111111,1740.83,4
45267902,17-6539-50341,Bella Lake,02EB,-79.03111111,45.44444444,357.64,3
45277751,18-2782-50364,Bark Lake,02KD,-77.83583333,45.44777778,4075.63,7
45277859,17-6571-50360,Dotty Lake,02EB,-78.99055556,45.46166667,159.05,4
45287558,18-4334-50239,Ottawa River - Lac Deschenes,NA,-75.96666667,45.46666667,8870.6,-9999
45297604,18-4334-50239,Ottawa R. (Lac Deschenes),NA,-76.06666667,45.48333333,8870.6,-9999
45307531,18-5390-50495,Ottawa River  Petrie Isl.,NA,-75.51666667,45.5,13085.33,-9999
45307628,18-3854-50393,Ottawa River - Lac des Chats,NA,-76.46666667,45.5,7602.6,-9999
45317956,17-5833-50403,McKellar Lake,02EA,-79.93305556,45.51361111,88.38,4
45327924,17-6239-50430,Doe Lake,02EA,-79.41416667,45.53388889,864.07,5
45337703,18-3401-50475,Mink Lake,02KC,-77.04833333,45.56472222,554.12,5
45347517,18-5390-50495,Ottawa River  - Rockland  to Carillon,NA,-75.28333333,45.56666667,-9999,-9999
45347721,18-3186-50482,Golden Lake,02KC,-77.32444444,45.56555556,3460.16,7
45377707,18-3351-50535,Lake Dore,02KC,-77.115,45.61777778,1516.3,6
45377751,18-2779-50548,Aylen Lake,02KD,-77.84833333,45.61333333,2122.73,5
45387454,18-5390-50495,Ottawa River Rockland Car,NA,-74.88166667,45.64138889,13085.33,-9999
45387730,18-3030-50572,Round Lake,02KC,-77.5275,45.6425,2978.1,6
45387933,17-6111-50550,Cecebe Lake,02EA,-79.58055556,45.64277778,804.18,7
45397748,18-2810-50600,Murphys Lake,02KC,-77.81111111,45.66111111,77.14,3
45407650,18-3662-50545,Ottawa River Petawawa/Ren,NA,-76.67583333,45.60722222,1712.81,-9999
45407655,18-3511-50603,Muskrat Lake,02KC,-76.91194444,45.6825,1219.34,6
45417918,17-6320-50600,Pickerel Lake,02EA,-79.3075,45.68194444,520.58,6
45427719,18-3191-50636,Kelly Lake,02KC,-77.32416667,45.70361111,57.21,4
45427911,17-6412-50632,Oliphant (Long) Lak,02EA,-79.175,45.71027778,179.88,4
45437912,17-6403-50645,North Lake,02EA,-79.19666667,45.72138889,54.42,3
45438030,17-5384-50622,Giroux Lake,02EA,-80.50416667,45.71361111,119.7,5
45457923,17-6257-50660,Lake Bernard,02EA,-79.38527778,45.73888889,2093.81,4
45467656,18-3485-50735,Lower Allumette Lake,NA,-76.94833333,45.78166667,3701.35,-9999
45467945,17-5971-50688,Big Deer Lake,02EA,-79.75055556,45.7675,160.4,4
45478200,17-4235-50696,Lake Manitou,02CG,-81.98333333,45.7775,10000,4
45487657,18-3485-50735,Ottawa River - Lower Allumette Lake,NA,-76.95,45.8,-9999,-9999
45497940,17-6023-50734,Spring (Fowke) Lake,02EA,-79.68166667,45.81027778,240.4,3
45507930,17-6164-50763,Eagle Lake,02EA,-79.50055556,45.83277778,943.29,4
45537650,18-3577-50825,Ottawa River - Lac Coulonge,NA,-76.83333333,45.88333333,3848.62,-9999
45537713,18-3280-50833,Ottawa River - Upper Allumette Lake,NA,-77.21666667,45.88333333,-9999,-9999
45557951,17-5879-50852,Cadden Lake,02DD,-79.86583333,45.92277778,40.2,3
45558032,17-5352-50862,Gurd Lake,02EA,-80.54416667,45.92916667,97.2,2
