Waterbody_LID,Lake_Name,Cycle,AreaCalcm2,Perim__m2,Strahler,Shreve,MinElev,MaxElev,MeanElev,SDElev,GDD8110,TertiaryWS,QuaternWS
17-4925-52070,Helen L.,1,3091087.26,22450.24,4,16,406.5345459,410.9879761,407.4648185,0.498824792,1687.272583,02CF,2CF-07
17-4930-52197,Little Burwash L.,1,951255.73,7646.09,3,7,392.5331116,395.2703552,393.4334873,0.371008946,1663.196777,02DA,2DA-05
17-4935-53022,Dumbell L.,1,1744916.93,10452.46,4,32,343.3999939,348.7271118,345.0901648,0.85373615,1545.018494,04LA,4LA-03
17-4936-51883,Bigwood L.,1,2784860.3,21365.93,4,33,361.975647,372.2631531,366.725731,1.878016095,1712.528117,02CF,2CF-07
17-5018-53686,Night Hawk L.,1,108646248.7,179073.21,6,953,272.8852844,282.2516785,274.262461,0.817065222,1483.560469,04MD,4MD-01
17-5026-52889,Duncan L.,1,9921743.85,76667.08,4,116,322.7989807,337.0575562,325.1316236,1.296345678,1563.980902,02JD,2JD-10
17-5046-53895,Frederick House L.,1,38588860.68,34351.85,6,"1,813",270.3034363,278.619812,272.0526234,1.092463985,1466.867535,04MD,4MD-01
17-5149-54886,Montreuil L.,1,5043196.91,26358.22,6,"1,059",247.3335114,259.2077026,252.4759943,1.982987968,1383.505229,04ME,4ME-16
17-5179-52567,Okiniada L.,1,941138.41,5219.78,2,2,420.4623718,429.9456177,423.8704886,1.163602765,1618.031616,02JD,2JD-08
17-5180-53389,Radisson L.,1,5569249.04,23451.47,4,18,318.8349609,330.1888733,320.8538384,0.817194739,1511.446126,04MD,4MD-06
17-5191-51772,Wanapitei L.,1,132168802.9,141943.46,6,"1,343",261.6237183,284.9739075,266.6074741,1.962564066,1733.734784,02DA,2DA-01
17-5196-53085,Mistinikon L.,1,12347053.72,109290.04,6,842,315.1956482,329.2234802,319.8969763,1.562018376,1544.453259,02JD,2JD-08
17-5202-54735,Humestone L.,1,946714.37,6345.14,4,41,266.0466614,269.9138489,267.5275094,0.637366026,1398.002686,04ME,4ME-16
17-5208-55103,Sand L.,1,1436674.05,11074.61,4,11,265.118103,270.5639954,267.2588809,1.025340406,1363.383301,04KB,4KB-11
17-5215-48384,Conestogo L.,1,6008162.45,42187.05,5,619,395.7095337,395.7095337,389.6313242,4.022840601,1989.248169,02GA,2GA-06
17-5240-51985,Chiniguchi L.,1,11105250.78,83792.2,4,36,305.7893372,321.4165649,313.9020701,2.030599395,1707.210793,02DC,2DC-02
17-5265-52901,Shillington L.,1,1188472.23,11178.02,4,111,312.7255554,322.0527649,315.1154968,1.302229814,1573.718872,02JD,2JD-06
17-5274-52242,Rodd L.,1,318320.6,2712.97,0,0,356.0023193,361.6289673,357.1219317,0.673091649,1668.31604,02DC,2DC-01
17-5289-52606,Shack L.,1,1653632.93,8248.17,3,7,390.1068726,395.5759583,391.2129225,0.644661478,1613.943726,02JD,2JD-08
17-5310-52621,Island L.,1,315881.11,3294.27,2,3,393.2067871,396.4265137,394.2241645,0.656859009,1613.4,02JD,2JD-08
17-5312-52592,Carmen L.,1,213126.12,2837.77,1,1,390.0983887,393.7044373,390.6147176,0.437850445,1617.6073,02JD,2JD-03
17-5314-53425,Watabeag L.,1,20466999.33,90475.15,5,89,310.6989136,329.6586914,316.6690373,1.399048291,1515.672141,04MB,4MB-04
17-5330-51961,Rawson L.,1,1646387.59,12258.09,2,5,300.0046692,307.2497864,301.1298457,0.772816193,1708.000977,02DC,2DC-01
17-5344-51754,Kukagami L.,1,18755973.05,112358.81,5,40,271.2773438,286.2200012,276.4240806,1.47363633,1729.95708,02DC,2DC-02
17-5352-50862,Gurd L.,1,972711.56,10347.36,2,2,184.4147797,190.6355438,188.0309452,0.893604058,1722.612793,02EA,2EA-02
17-5370-51830,Donald L.,1,5030971.79,30981.68,3,16,269.5756226,279.6091614,271.2883131,0.749216579,1723.374707,02DC,2DC-02
17-5384-50622,Giroux L.,1,1210563.91,13489.9,5,65,189.557251,189.557251,185.2536605,0.748170995,1750.300781,02EA,2EA-04
17-5430-52549,Makobe L.,1,20172015,78052.78,4,28,357.2741394,369.7268066,363.6899816,1.775388875,1626.179135,02JD,2JD-04
17-5515-51958,Emerald L.,1,5822802.24,33428.7,2,4,309.5939941,323.6957703,312.8180549,1.539067428,1707.278117,02DC,2DC-01
17-5521-55108,Little Kesagami L.,1,5134188.82,17546.35,3,6,296.773407,300.0595703,298.0349985,0.363196515,1363.615601,04NC,4NC-01
17-5535-48461,"Belwood, L.",1,5239359.18,24694.28,6,578,426.1134338,426.1134338,420.2927917,1.374939066,2019.585536,02GA,2GA-01
17-5547-55801,Kesagami L.,1,170712027,203817.38,5,486,258.5889587,269.7514343,262.0815473,0.568558051,1295.062743,04NC,4NC-03
17-5552-52523,Anvil L.,1,2181916.27,13443.82,4,33,304.0252075,308.4690552,305.7515748,0.822272037,1630.657471,02JD,2JD-03
17-5565-51124,Mercer L.,1,588577.11,9423.99,4,60,192.1983032,200.5648041,195.0378102,1.940565114,1730.67,02DD,2DD-01
17-5577-51311,Bear L.,1,636718.09,9488.23,5,84,195.6173248,200.9862823,196.8030492,0.788726315,1742.083984,02DD,2DD-08
17-5580-52276,Diamond L.,1,9559178.86,56632.83,4,58,285.7791443,302.35672,289.661505,1.358938763,1664.602271,02JD,2JD-02
17-5585-50777,Smoky L.,1,1947696.76,25533.62,3,24,219.1738434,219.1738434,214.4064439,1.13004764,1760.84375,02EA,2EA-09
17-5590-54756,Wasicho L.,1,1683889.67,9743.47,4,25,298.8999939,303.1747742,301.0388259,0.820530508,1396.418884,04ME,4ME-17
17-5601-51477,Deer L.,1,3024345.78,18060.21,4,42,230.7402039,237.078949,232.8011019,0.842525221,1741.104248,02DD,2DD-10
17-5608-52396,Lady Evelyn L.,1,66692148.51,307722.95,6,597,281.8374939,300.1491089,287.0326137,1.632612597,1642.953123,02JD,2JD-02
17-5662-55201,Lawagamau L.,1,25712213.62,61219.06,4,118,296.4100037,300.0334473,297.7689309,0.454813667,1356.207355,04NC,4NC-02
17-5694-55282,"20J-33, L.",1,1716349.58,11212.72,0,0,310.1940002,312.9372864,311.8607204,0.529197114,1347.937378,04NC,4NC-02
17-5700-52061,"Temagami, L.",1,208446929.3,883608.71,6,616,288.993042,310.6327515,291.7127888,1.296432825,1693.479093,02DC,2DC-06
17-5717-53183,Round L.,1,11835528.37,20140.34,5,246,269.2909546,275.6936035,271.9828997,0.582727213,1550.814697,02JC,2JC-01
17-5732-51489,Muskosung L.,1,3238677.97,15474.62,3,10,239.3119507,247.7044983,240.3502647,0.571885575,1745.802856,02DC,2DC-01
17-5733-52151,Kokoko L.,1,5440769.12,29425.41,4,25,293.3286133,303.232666,296.3682581,1.252242609,1680.441935,02DC,2DC-06
17-5735-54944,Burntbush L.,1,1281165.4,10204.19,5,144,281.3325195,282.6929321,281.7459182,0.241046438,1381.741272,04NB,4NB-01
17-5740-52232,Red Squirrel L.,1,3951022.88,23261.79,4,90,307.2913208,317.8495178,310.2016705,1.001787554,1669.867594,02DC,2DC-06
17-5748-51919,Aileen L.,1,1569469.01,10029.34,3,6,294.5602417,304.6390076,297.6181847,1.230280013,1707.807861,02DC,2DC-06
17-5770-51258,"Nipissing, L.",1,832778890.8,888182.34,7,"7,587",187.4729309,210.3419189,193.7439904,1.716676654,1765.214832,02DC,2DC-01
17-5787-52433,Kittson L.,1,813202.13,8751.63,3,10,295.0061951,297.8295593,295.5776766,0.388775096,1644.83,02JD,2JD-01
17-5788-51912,Cross L.,1,17457423.11,130438.1,6,680,290,305.8815002,292.0720473,1.661060142,1708.813147,02DC,2DC-06
17-5799-49262,Jacks L.,1,257878.86,4082.87,7,"2,498",179.6810761,179.6810761,176.9973359,0.381569656,2022.99,02ED,2ED-09
17-5812-51735,Red Cedar L.,1,23115526.44,148765.52,6,"1,234",275.3587646,287.2177429,277.9958547,0.808255064,1724.385597,02DC,2DC-06
17-5814-49627,Farlain L.,1,1095527.09,6775.52,0,0,209.7864075,209.7864075,207.9239993,0.541608869,1980.825684,02ED,2ED-16
17-5827-52344,Anima Nipissing L.,1,19283681.02,111508.17,4,53,330.6451721,342.7733154,334.4625187,1.24801599,1655.399037,02DC,2DC-06
17-5833-50403,McKellar L.,1,897047.34,9717.73,4,42,247.0030823,247.0030823,241.0907727,0.775607418,1818.398193,02EA,2EA-14
17-5842-51980,Wasaksina L.,1,5902817.21,44818.65,3,28,302.1941834,312.722168,306.5618216,1.431025745,1698.598319,02DC,2DC-06
17-5845-51854,Hangstone L.,1,3665842.74,21390.98,3,30,281.924408,290.5932007,285.8044279,1.807511479,1712.167664,02DC,2DC-06
17-5851-53899,"Abitibi, L.",1,771845459.5,786651.23,7,"2,387",257.7984009,271.185791,265.1200765,0.855642339,1468.782985,04MA,4MA-01
17-5852-52035,Driftwood L.,1,892520.19,18041.14,3,9,305.2701416,310.6266479,307.4411602,0.718633664,1692.152466,02DC,2DC-06
17-5879-50852,Cadden L.,1,416124.11,4342.98,3,6,223.0115356,228.7612152,225.5836948,0.915647537,1787.07,02DD,2DD-14
17-5942-51055,Clear L.,1,2667877.32,22235.33,3,20,207.2295837,220.819519,209.4172929,1.472741364,1786.453857,02DD,2DD-06
17-5962-53128,St. Anthony L.,1,4960867.36,16549.41,4,15,284.8510132,295.1875,291.1391632,1.108716511,1566.416443,02JC,2JC-04
17-5970-52137,Cassels L.,1,7812093.2,54292.69,5,251,283.6991577,293.9722595,287.3073209,1.409005661,1686.185242,02JE,2JE-15
17-5971-50688,Big Deer L.,1,1619109.63,17529.89,4,64,296.5189209,296.5189209,292.3814801,0.82264186,1786.503357,02EA,2EA-17
17-5972-52300,Rib L.,1,6775747.31,35374.11,4,35,307.1160889,318.1182251,310.7161033,1.268553714,1669.22229,02JE,2JE-15
17-5998-50031,"Joseph, L.",1,51854122.78,200812.41,5,112,237.6515656,237.6515656,224.7472514,1.234888326,1813.460496,02EB,2EB-05
17-6007-51793,Wicksteed L.,1,15033490.93,115097.81,5,187,283.7436218,318.4518738,288.138263,1.783267126,1718.672212,02DC,2DC-07
17-6010-53265,Larder L.,1,36919464.49,102183.56,5,170,283.286438,291.3768005,286.340005,1.016741789,1557.666827,02JC,2JC-04
17-6016-49633,Little L.,1,3906301.28,33805.88,8,"9,079",182.8061981,182.8061981,132.6371472,53.02470224,1946.800618,02EC,2EC-18
17-6026-49666,Gloucester Pl.,1,12391706.54,81225.49,8,"9,038",185.5642548,185.5642548,138.4329609,49.67023483,1926.357677,02EC,2EC-18
17-6031-52053,Rabbit L.,1,21171130.15,123241.78,5,416,280.5169067,300.2744446,286.037665,2.411678685,1698.96731,02JE,2JE-15
17-6058-49199,Little L.,1,2261839.58,8206.54,5,129,229.9772797,229.9772797,229.1125969,0.219776828,2023.735138,02ED,2ED-14
17-6065-49697,Tea L.,1,1113195.37,12696.73,5,167,200.930069,200.930069,192.5927529,6.210485007,1907.624817,02EC,2EC-17
17-6079-53230,Raven L.,1,5735126.1,21941.56,5,197,245.1784973,264.428833,254.0612918,1.572201897,1571.301294,02JC,2JC-04
17-6111-50550,"Cecebe, L.",1,8027945.41,37267.48,7,"2,412",293.1989136,293.1989136,282.2653344,1.051372782,1767.945959,02EA,2EA-12
17-6112-50030,"Rosseau, L.",1,63959791.32,215421.93,7,"1,026",249.0700378,249.0700378,225.261466,1.597638785,1771.263744,02EB,2EB-05
17-6164-50763,Eagle L.,1,9456385.92,42491.31,4,17,363.0773926,363.0773926,357.8214531,1.537807302,1764.907715,02EA,2EA-20
17-6178-52207,"Timiskaming, L.",1,135863991.9,222190.73,8,"8,226",171.1002808,211.0414581,176.0484434,1.83710697,1663.481741,02JC,2JE-01
17-6187-49397,Bass L.,1,5496902.19,10915.73,4,32,254.8404083,254.8404083,252.3448866,0.975925729,2007.531006,02ED,2ED-06
17-6191-49604,Long L.,1,2139015.02,34236.43,4,45,222.7895355,222.7895355,219.9762362,0.716231104,1927.845581,02EC,2EC-17
17-6201-49898,"Muskoka, L.",1,120961683.5,428181.19,8,"5,867",237.0375824,237.0375824,224.1677616,1.459084507,1791.267967,02EB,2EB-02
17-6239-50430,Doe L.,1,8625675.37,25008.96,5,145,300.3647156,300.3647156,295.7069747,0.45418157,1742.35437,02EA,2EA-22
17-6254-50307,Buck L.,1,2640171.91,12053.61,5,114,312.6622925,312.6622925,300.5713675,0.972081676,1732.960327,02EB,2EB-13
17-6257-50660,Bernard L.,1,20887229.16,25028.61,4,95,332.5075073,332.5075073,329.2197725,0.323196334,1748.884631,02EA,2EA-23
17-6275-49634,Sparrow L.,1,11261615.08,40655.5,8,"7,716",216.3491669,216.3491669,212.0276072,1.27952084,1903.551347,02EC,2EC-16
17-6286-49481,"Couchiching, L.",1,45467159.92,73638.82,7,"2,676",220.6128845,220.6128845,218.2164931,0.882150563,1979.367871,02EC,2EC-09
17-6290-51301,Trout L.,1,18882504.91,69094.2,5,69,199.8312073,210.4255066,200.9320713,0.88627567,1749.787328,02JE,2JE-02
17-6320-50600,Pickerel L.,1,5193554.61,14622.7,6,475,329.2333984,329.2333984,320.9863794,0.557153714,1735.975903,02EA,2EA-21
17-6328-49494,"St. John, L.",1,6546423.87,17530.89,4,50,220.9876404,220.9876404,218.6008874,0.342615498,1964.496931,02EC,2EC-17
17-6382-51179,"Nosbonsing, L.",1,17665636.76,57774.3,4,79,233.5812073,245.0627136,237.4034624,1.283620663,1755.163988,02JE,2JE-07
17-6403-50645,North L.,1,542883.72,4845.93,3,5,433.1989441,433.1989441,430.8634256,0.731925391,1727.324829,02EA,2EA-21
17-6436-50702,Peyton L.,1,388267.8,5321.26,4,16,453.4656067,453.4656067,447.9558987,0.942567523,1727.97,02EA,2EA-21
17-6459-49524,Young L.,1,980165.23,4400.8,2,6,228.377243,228.377243,227.3161768,0.420122996,1940.63,02EC,2EC-13
17-6500-49453,Dalrymple L.,1,13882827.56,40565.33,5,110,231.1783905,231.1783905,226.6224488,0.461971657,1962.841309,02EC,2EC-13
17-6532-49909,Bigwind L.,1,1081169.53,9762.6,2,2,325.1270752,325.1270752,317.8613622,1.206498266,1758.04,02EB,2EB-09
17-6539-50341,Bella L.,1,3570812.09,14332.41,3,17,361.5098877,361.5098877,352.8885027,2.729279949,1686.282837,02EB,2EB-15
17-6548-49368,Canal L.,1,8480860.02,39455.33,5,166,245.7807159,245.7807159,240.5970374,0.761682087,1984.260037,02EC,2EC-11
17-6554-50468,Cripple L.,1,383090.93,5820.22,5,193,411.8235168,411.8235168,407.4024672,0.632836403,1692.457397,02EB,2EB-15
17-6567-50131,Lake of B.s,1,67690109.87,190447.37,7,"1,748",326.74646,326.74646,313.5952224,1.463813334,1702.185181,02EB,2EB-10
17-6571-50360,Dotty L.,1,1592249.77,12063.5,4,23,381.7824097,381.7824097,378.2129758,0.746169147,1681.46,02EB,2EB-11
17-6651-49559,Head L.,1,9403205.89,21491.45,6,557,272.5727844,272.5727844,268.6127263,0.435210358,1915.26907,02EC,2EC-13
17-6712-49387,Balsam L.,1,47717131.61,86922.98,6,"2,333",258.4718933,258.4718933,256.0756868,0.572304324,1976.076973,02HF,2HF-01
17-6715-48930,"Scugog, L.",1,66519015.58,146950.4,6,641,253.674942,253.674942,248.7061045,0.55425409,2062.159176,02HG,2HG-03
17-6731-51370,Lac la Cave,1,28967470.38,232431.4,8,"9,990",152,196.1563721,173.1459967,5.685488999,1759.311251,02JE,2JE-08
17-6738-50244,Fletcher L.,1,2695421.91,21834.98,4,41,411.3699951,411.3699951,405.4134315,0.837346489,1679.104401,02EB,2EB-12
17-6744-49500,Silver L.,1,677734.15,4393.3,6,"2,131",259.9072266,259.9072266,258.1023891,0.341391472,1939.366577,02HF,2HF-02
17-6749-49534,Shadow L.,1,3601686.74,25104.68,6,"2,126",262.3240662,262.3240662,258.3329323,0.787126266,1926.962158,02HF,2HF-07
17-6793-49499,Four Mile L.,1,7585033.42,22487.9,4,65,272.4142456,272.4142456,269.3227755,0.371724806,1941.773657,02HF,2HF-03
17-6806-50080,Red Pine L.,1,4021084.88,26638.26,5,251,376.370697,376.370697,372.0943058,0.733132162,1718.715912,02HF,2HF-08
17-6807-49881,Twelve Mile L.,1,3552131.34,13449.07,6,"1,119",311.0005798,311.0005798,307.2055874,0.594002758,1789.986328,02HF,2HF-08
17-6818-50232,Kimball L.,1,2166568.51,11397.62,4,36,368.4671631,368.4671631,355.516304,1.101796861,1685.846924,02EB,2EB-12
17-6820-49260,Sturgeon L.,1,43960663.86,121446.86,7,"6,390",253.5375214,253.5375214,246.1316342,0.847932314,2004.907528,02HH,2HH-03
17-6844-50137,Goodwin L.,1,559850.83,7303.13,3,4,415.5243225,415.5243225,411.5752403,0.506556868,1706.09,02HF,2HF-08
17-6934-50060,Redstone L.,1,11793576.66,44776.63,5,219,375.4883118,375.4883118,363.5032844,2.499587994,1731.402502,02HF,2HF-11
17-6992-49270,Pigeon L.,1,48788842.99,151830.62,7,"7,467",251.6814728,251.6814728,245.2336544,0.798028476,2004.567356,02HH,2HH-02
17-7074-49293,Buckhorn L.,1,31481662.96,122712.38,7,"7,630",249.1487427,249.1487427,244.706608,1.130374892,2017.287907,02HH,2HH-02
17-7074-49389,Big Bald L.,1,2022537.43,27939.87,5,384,250.6421051,250.6421051,247.5224347,0.72753354,1983.677856,02HH,2HH-02
17-7076-49181,Chemong L.,1,16697201.08,66457.37,4,101,251.4472656,251.4472656,244.7576503,1.037596115,2036.997567,02HH,2HH-02
17-7116-49585,Catchacoma L.,1,7073890.69,36260.8,5,285,299.7214355,299.7214355,293.2654239,0.500545231,1901.201131,02HH,2HH-08
17-7120-51253,Holden L.,1,38306864.74,165714.26,6,"1,212",112.1795807,162.2852936,144.0154199,10.23886957,1861.296294,02KA,2KA-01
17-7146-49082,Little L.,1,588693.85,4029.57,7,"10,613",191.0228119,191.0228119,188.8159049,0.608470985,2031.252319,02HJ,2HJ-01
17-7170-49371,Lower Buckhorn L.,1,12662209.58,70647.7,7,"8,874",249.779129,249.779129,241.3895773,0.925830629,1996.81634,02HH,2HH-02
17-7182-49263,Katchewanooka L.,1,3396534.03,20639.49,7,"9,835",236.3847198,236.3847198,222.4137056,7.819429004,2036.300863,02HH,2HH-04
17-7197-49373,Lovesick L.,1,2649857.46,24157.22,7,"8,884",244.4747009,244.4747009,240.6839255,0.602769937,1993.326111,02HH,2HH-04
17-7249-50200,Meach L.,1,442294.52,3889.44,2,6,438.4376526,441.8439331,439.2766147,0.501861077,1707.3,02KD,2KD-15
17-7255-49721,Alder L.,1,272164.85,2965.47,1,1,358.4727173,358.4727173,357.0576573,0.357186712,1839.7948,02HH,2HH-07
17-7257-48946,Rice L.,1,91923806.28,143478.56,7,"10,950",192.6434326,192.6434326,185.2314148,0.918166555,2024.132,02HJ,2HJ-02
17-7269-49741,Eels L.,1,9415231.09,78092.74,4,96,358.4391174,358.4391174,352.7855792,0.963545009,1823.679277,02HH,2HH-07
17-7310-49342,Dummer L.,1,1819674.05,8164.39,1,1,237.995163,237.995163,233.2744008,0.521409399,2009.847168,02HJ,2HJ-03
17-7310-49388,Stony L.,1,27980392.36,164193.78,7,"9,765",244.9939575,244.9939575,233.5290197,1.552993793,1990.40725,02HH,2HH-07
17-7323-49829,Paudash L.,1,12001587.7,70359.8,5,177,357.8954468,357.8954468,342.4534411,1.148382884,1777.864258,02HK,2HK-07
17-7329-49698,Tallan L.,1,462892.3,3951.45,2,4,325.9480896,325.9480896,323.2166914,0.474810924,1849.95,02HK,2HK-07
17-7331-50275,McKenzie L.,1,3135255.18,13428.16,4,37,404.1960144,411.5670471,405.2722753,0.57817863,1715.714386,02KD,2KD-13
17-7358-49530,Jack L.,1,13637902.13,111829.89,5,140,286.4090881,286.4090881,279.6814307,0.574842282,1928.008769,02HH,2HH-06
18-2642-49981,Baptiste L.,1,21520896.24,107011.08,5,443,343.1099854,365.6331787,350.1644453,2.594506027,1721.204664,02KD,2KD-02
18-2756-49309,Belmont L.,1,7772569.86,38278.39,7,"3,660",191.2222137,191.2222137,186.6327131,0.422352849,2029.381246,02HK,2HK-07
18-2756-49393,Cordova L.,1,2615998.85,17385.48,6,"1,559",222.1612396,222.1612396,215.968956,1.226313184,1994.411682,02HK,2HK-07
18-2779-50548,Aylen L.,1,21182109.62,57138.58,5,292,331.4125977,356.0158081,336.2491111,1.313818881,1770.185279,02KD,2KD-09
18-2782-50364,Bark L.,1,40653835.59,97155.71,7,"2,301",301.4220886,327.1425171,307.855094,2.536190344,1750.578575,02KD,2KD-01
18-2790-50077,Salmon Trout L.,1,1009692.78,7647.11,2,5,374.076355,382.6092529,376.0791616,0.942151563,1733.880493,02KD,2KD-02
18-2810-50600,Murphys L.,1,768868.93,5806.45,3,10,370.3710938,374.4593201,371.8110398,0.524344389,1786.15,02KC,2KC-02
18-2850-49215,Rylstone L.,1,1016741.04,15104,7,"3,660",173.1173553,173.1173553,170.9513967,0.652124378,2062.384766,02HK,2HK-07
18-2891-50334,Kamaniskeg L.,1,22121940.83,52721.78,7,"2,438",277.3570862,299.4349976,282.5394753,2.061197393,1780.228345,02KD,2KD-01
18-2900-50140,Fosters L.,1,676717.2,3587.07,0,0,288.0415039,288.9656982,288.2932325,0.151330836,1772.078857,02KD,2KD-02
18-3030-50572,Round L.,1,29728192.64,30958.09,6,"1,414",168.1312561,176.5934601,169.7914801,0.677844424,1839.854681,02KC,2KC-02
18-3050-49285,Moira L.,1,8535057.62,32078.8,6,988,166.5238647,166.5238647,153.4161254,1.817030045,2066.041699,02HL,2HL-07
18-3065-49990,Crystal L.,1,556667.52,9516.2,3,6,399.2250671,411.4273682,402.0643247,1.541627669,1838.848877,02KD,2KD-03
18-3085-49890,Weslemkoon L.,1,22822798.27,161935.77,5,409,314.4580383,327.1861572,316.2782916,0.858934252,1870.222563,02KD,2KD-03
18-3122-49855,Effingham L.,1,3422755.48,24952.14,4,68,318.3204346,323.9931641,319.2233526,0.562970898,1894.803711,02KD,2KD-03
18-3186-50482,Golden L.,1,36147203.93,57681.94,7,"2,254",167.2789001,172.8677673,168.1837238,0.537312768,1876.406396,02KC,2KC-02
18-3191-50636,Kelly L.,1,570418.84,5015.37,4,75,178.4779205,183.4705353,179.0062001,0.608929898,1889.656494,02KC,2KC-01
18-3220-49677,Skootamatta L.,1,12121215.44,57531.47,5,307,297.4759216,297.4759216,288.4038415,0.720038487,1958.633034,02HL,2HL-05
18-3264-50044,Leatherroot L.,1,209923.28,2677.87,1,1,327.3556519,342.0457459,331.6035527,3.101267206,1898.87146,02KE,2KE-01
18-3267-49749,Mazinaw L.,1,11763858.83,34055.4,5,292,265.8707886,306.3226624,268.1360708,2.615812993,1943.588719,02KF,2KF-04
18-3280-50833,Allumette L.,1,48538990.18,136181.92,8,"9,582",106.587944,122.4161835,110.6093215,1.699071196,1923.970925,02KA,2KA-01
18-3287-50341,"Clear, L.",1,17413483.06,43002.5,5,238,222.8491211,244.8059387,228.3548559,2.017300109,1900.077315,02KC,2KC-08
18-3351-50535,"Dore, L.",1,15125268.48,18600.54,6,413,138.9950562,145.937851,141.2811862,0.817896195,1931.923202,02KC,2KC-07
18-3369-49845,Buckshot L.,1,4419507.08,21719.66,5,81,289.3447876,298.7387695,291.420973,1.054682525,1959.908838,02KF,2KF-09
18-3380-49750,Shawenegog L.,1,1824399.84,17592.99,4,34,269.5189819,277.4239502,271.4007687,1.16056425,1978.296936,02KF,2KF-09
18-3388-49903,Brule L.,1,5822525.96,28686.58,5,85,261.3596191,270.9598084,262.6255926,1.109827592,1954.780029,02KE,2KE-05
18-3389-49691,Kashwakamak L.,1,11596544.7,86353.17,7,"5,326",259.5826111,271.8775024,260.9597953,1.138584159,1994.69923,02KF,2KF-04
18-3401-50475,Mink L.,1,5528436.92,13478.16,5,76,152.4944916,156.7054749,154.2183861,0.655428153,1943.104614,02KC,2KC-07
18-3404-49395,Sheffield Long L.,1,925770.51,12111.57,5,508,189.4345245,189.4345245,184.618164,0.877712539,2073.99292,02HM,2HM-02
18-3420-49390,Gull L.,1,213534.74,2744.47,4,24,192.6330566,192.6330566,186.5768432,1.220047427,2081.95,02HM,2HM-02
18-3434-49499,Bull L.,1,1366553.62,14774.59,5,413,195.1599884,195.1599884,186.4542544,1.459342949,2052.72,02HM,2HM-02
18-3453-49652,Big Gull L.,1,24372817.9,139709.29,5,129,250.3253937,262.4582825,253.016145,1.001400988,2014.758219,02KF,2KF-08
18-3469-50088,Black Donald L.,1,17022911.04,91964.64,8,"8,653",201.720871,260.6515808,237.8555557,11.37199486,1958.96758,02KE,2KE-01
18-3485-50735,Lower Allumette L.,1,22222168.51,59836.45,8,"9,582",104.8784943,109.4369278,106.7873443,0.552895031,1980.369164,02KC,2KC-01
18-3490-49540,Big Clear L.,1,3226974.37,16731.51,4,35,203.5574188,203.5574188,196.7211802,0.692241943,2052.321696,02HM,2HM-02
18-3511-50603,Muskrat L.,1,12164456.4,35790.74,6,"1,334",121.2071838,139.978363,123.1001934,0.76451156,1978.548133,02KC,2KC-05
18-3549-49862,Palmerston L.,1,5431101.33,25439.66,4,57,269.0757751,285.395874,271.6719848,1.625944193,1996.408744,02KF,2KF-06
18-3577-50825,Lac Coulonge,1,13841188.87,57065.25,8,"9,582",102.6205444,108.6906281,104.9819805,0.79235389,2002.515198,02KC,2KC-01
18-3580-49390,Fourth Depot L.,1,400592.81,5383.51,5,157,169.3591156,169.3591156,165.0513558,0.685557507,2099.15,02HM,2HM-03
18-3587-49991,Govan L.,1,1814848.25,25822.89,4,21,257.3786621,267.2875061,258.6930623,1.026255271,1993.25,02KF,2KF-06
18-3634-50151,Calabogie L.,1,13610216.81,36484.53,8,"7,810",147.5369263,166.2407227,153.2976694,1.408623698,1992.72065,02KE,2KE-01
18-3640-49528,Leggat L.,1,1819990.74,9797.35,3,8,199.9409485,208.7105713,200.7489242,0.452640489,2083.765137,02LA,2LA-10
18-3651-49486,Eagle L.,1,6482745.52,45162.7,4,43,190.5477142,199.1460266,191.3630641,0.791127803,2090.052002,02LA,2LA-10
18-3652-50219,Norway L.,1,2838947.92,16200.96,4,25,166.3503265,169.9524231,166.9930506,0.39889679,1993.399353,02KE,2KE-01
18-3661-49250,Hambly L.,1,963559.12,11675.07,3,10,141.4629364,141.4629364,137.2148161,0.996338593,2133.11,02HM,2HM-03
18-3662-50545,Lac du Rocher-Fendu,1,9194879.79,67361.71,8,"9,637",75.37982178,91.50608826,83.23581919,2.496549426,2008.729085,02KC,2KC-01
18-3668-49582,Sharbot L.,1,15120549.23,80106.94,5,231,191.7297974,202.8637085,193.69716,0.877435499,2075.530794,02KF,2KF-07
18-3677-49397,St. Andrew L.s,1,822990.17,8925.09,4,19,175.6984711,175.6984711,172.2809425,0.715997397,2112.788818,02HM,2HM-03
18-3702-49303,Little John L.,1,277606.22,5747.59,3,17,151.8730011,151.8730011,146.725278,0.627140356,2133.75,02HM,2HM-03
18-3741-49489,Bobs L.,1,28928417.86,192007.5,6,651,160.6575623,174.640274,162.475722,1.181027846,2104.397922,02LA,2LA-10
18-3760-49200,Sydenham L.,1,6680930.04,47901.95,5,83,138.4181976,138.4181976,130.7312092,1.424984908,2170.195382,02HM,2HM-06
18-3762-49801,Dalhousie L.,1,6147555.85,15371.89,6,"1,773",155.2944641,167.4019165,156.709123,0.989730791,2047.483724,02KF,2KF-04
18-3767-49466,Burridge L.,1,950441.98,7277.28,3,9,160.1427765,167.4822083,162.2441208,1.170443439,2111.253662,02LA,2LA-07
18-3782-49339,Birch L.,1,1971017.42,16446.46,5,259,134.0500031,146.6428528,136.0555851,1.596072476,2141.851318,02MA,2MA-06
18-3808-50183,White L.,1,23713058.55,110278.19,6,372,160.6164856,168.9181824,162.301825,0.784153178,2025.287421,02KE,2KE-02
