Waterbody_LID,Lake_Name,Cycle,AreaCalcm2,Perim__m2,Strahler,Shreve,MinElev,MaxElev,MeanElev,SDElev,GDD8110,TertiaryWS,QuaternWS
15-3523-55336,South Scot L.,1,4057654.55,27984.64,4,35,320.2802124,329.2735596,322.3966048,0.838461199,1738.355591,05PE,5PE-02
15-3532-55170,Whitefish L.,1,2176027.77,20531.66,2,2,368.4230957,377.3540039,370.2894051,0.873011967,1750.760539,05PE,5PE-03
15-3543-56122,Wingiskus L.,1,6947727.21,29634.4,4,37,329.7075806,348.2163696,335.9086058,1.515783942,1638.434555,05RA,5RA-03
15-3545-55924,Bain L.,1,1441339.97,14377.63,3,7,353.0197754,360.5909729,354.2940597,0.925710732,1664.889282,05PJ,5PJ-01
15-3559-55281,Malachi L.,1,10545104.2,41828.92,3,22,323.0162354,335.176178,326.6318515,1.60602349,1743.906982,05PE,5PE-03
15-3653-55394,Cygnet L.,1,13179395.79,55021.09,4,113,309.9391785,321.5230713,311.2893223,1.132814468,1736.750663,05PE,5PE-03
15-3654-55172,Pickerel L.,1,6038669.22,36565.39,3,9,340.4415588,349.3195496,343.2781665,1.177548294,1757.029633,05PE,5PE-01
15-3662-55240,Pelicanpouch L.,1,9254756.12,52736.89,4,36,331.0490723,342.7874756,333.5742787,1.157647884,1752.975494,05PE,5PE-03
15-3754-55732,Umfreville L.,1,156099306.2,537550.23,8,"28,778",301.7505798,335.9463196,316.9378934,1.864087156,1686.794246,05QE,5QE-01
15-3755-55568,Blueberry L.,1,1256921.29,9706.26,3,11,322.5820313,339.525177,326.0486383,2.309180165,1715.255981,05PE,5PE-01
15-3786-56088,Dowswell L.,1,1972230.12,12181.31,2,5,378.5400085,390.2369385,382.8055146,1.189740362,1634.03241,05PJ,5PJ-02
15-3795-55615,Snook L.,1,3022544.79,23504.35,4,20,332.828125,362.2864685,338.1103237,2.787539837,1708.352808,05QE,5QE-01
15-3895-55970,Wyder L.,1,2663115.31,29808.16,2,9,375.9453735,392.6095886,378.3702949,1.888303909,1644.652669,05QE,5QE-02
15-3925-55861,Fletcher L.,1,9131944.41,49323.72,6,728,319.5208435,341.2360535,322.5645286,2.113088178,1663.065525,05QE,5QE-02
15-3974-57298,Cairns L.,1,52260978.57,160838.7,3,28,363.5646057,378.6175537,365.4085539,1.128362193,1489.866439,05RC, 
15-3982-55227,Black Sturgeon L.s,1,15414175.61,72199.02,5,316,307.774231,322.4704285,313.5695115,2.104650989,1771.525428,05PE,5PE-04
15-3982-55227,Black Sturgeon L.s,1,13496404.4,56452.29,5,316,310.5491638,327.7822266,314.792744,1.730744337,1774.589223,05PE,5PE-04
15-4058-55081,Longbow L.,1,6966518.69,35942.69,3,19,323.6460266,334.1127014,327.3232074,1.231581201,1777.616846,05PD,5PD-01
15-4100-55022,Blindfold L.,1,2818159.45,28506.81,5,185,322.0022888,331.6029053,323.455407,0.720361966,1768.348572,05PD,5PD-08
15-4109-56434,Onnie L.,1,1653822.36,11363.33,3,21,376.0749817,399.2050781,379.6243393,2.278647699,1561.114665,05QC,5QC-02
15-4115-55351,Cross L.,1,1085395.47,9437.59,3,8,371.1763,385.8696899,373.2277338,1.718493445,1743.76,05PE,5PE-04
15-4124-55428,Old Man L.,1,1607977.98,12246.65,4,42,339.9017639,358.6077576,345.1733297,1.73772757,1730.271566,05QE,5QE-01
15-4127-55299,Plum L.,1,735685.62,6932.82,3,9,355.3822327,363.2002258,357.0274203,1.076479566,1753.065552,05PE,5PE-04
15-4131-55595,Big Fox L.,1,14280610.72,94512.29,8,"28,847",315.2404175,333.5166626,318.474542,1.536347435,1700.131053,05QE,5QE-01
15-4148-55077,Dogtooth L.,1,25708022.4,204551.44,5,138,340.0927124,356.1594238,345.4489821,1.67965061,1762.472874,05PD,5PD-07
15-4153-55253,Silver L.,1,24725260.46,40701.16,4,59,331.4482117,355.5716248,340.3169012,2.289557304,1754.850942,05PE,5PE-04
15-4172-56262,Longlegged L.,1,24440750.47,73522.9,6,277,360.3782349,376.7651978,363.2634139,1.071080092,1580.396393,05QE,5QE-03
15-4185-55186,Base L.,1,552030.32,7841.06,2,2,361.7964172,369.068634,364.1238536,1.108869089,1756.227173,05PE,5PE-04
15-4187-56135,Confusion L.,1,14614250.02,75903.89,5,194,363.2051697,383.3185425,367.5085837,1.16730928,1604.843872,05QE,5QE-02
15-4216-54977,Andy L.,1,1632535,13092.61,3,8,357.7610779,363.7269287,359.072725,0.847659173,1752.813721,05PD,5PD-07
15-4218-54877,Black L.,1,3337572.04,23353.77,4,37,335.5089111,344.8349304,339.2889011,1.532285117,1747.344889,05PD,5PD-07
15-4238-55430,Tom L.,1,570542.81,7700.57,2,3,391.7932434,404.5314026,396.5235207,2.074563826,1718.488647,05QE,5QE-01
15-4250-55493,Delaney L.,1,12784265.51,38481.04,3,26,326.2866211,355.2706604,329.6285668,2.026818569,1707.552867,05QE,5QE-01
15-4255-56385,Upper Medicine Stone L.,1,10778008.16,43837.39,4,36,375.9463196,391.6464539,378.3892611,1.303504208,1554.50105,05QC,5QC-02
15-4269-56605,Hammell L.,1,8354784.76,46377.74,4,47,381.1828308,402.557312,387.2667778,1.820346335,1524.014422,05QC,5QC-02
15-4270-56011,Conifer L.,1,11385203.26,30418.13,4,17,347.8682556,379.8730774,350.4590545,2.261643483,1613.671114,05QE,5QE-01
15-4279-55138,Hawk L.,1,8886725.24,48722.27,3,49,378.1968384,393.6688232,381.4994295,1.540873256,1743.111847,05PD,5PD-07
15-4298-55335,Big Island L.,1,1291662.66,11972.85,3,18,394.0002747,401.993103,395.3207546,1.18901088,1724.630981,05QD,5QD-05
15-4304-57399,Pikangikum L.,1,60688725.17,230091.56,7,"2,396",320.5787964,343.0555725,325.3950485,1.470641945,1462.828255,05RC, 
15-4305-55763,Tide L.,1,13534412.14,45289.27,8,"21,339",316.4680176,335.1237183,319.2207133,1.166910743,1655.967058,05QE,5QE-01
15-4342-54693,Dogpaw L.,1,19751225.91,79117.08,6,886,317.0100098,335.3854065,326.2512925,2.279061114,1725.603294,05PD,5PD-01
15-4351-55357,Shrub L.,1,5518932.65,43376.26,4,92,386.9489136,403.1236572,395.3156488,1.708539268,1716.252842,05QD,5QD-05
15-4356-54806,Unnamed L. (NL_Kenora),1,1764548.61,13550.09,4,33,324.6639709,337.4506226,331.7268038,2.313054286,1728.286499,05PD,5PD-07
15-4356-57093,Kirkness L.,1,21471342.81,52857.89,4,34,376.9904785,400.9708252,379.3670815,1.288296029,1483.189221,05RC,5RC-06
15-4375-54620,Cedartree L.,1,5340760.82,33702.57,4,116,317.0100098,338.6192322,328.815636,3.55354328,1719.632019,05PD,5PD-05
15-4383-55582,Wolf L.,1,1115078.6,5380.99,4,34,324.2018738,338.7038879,325.6934069,1.918648742,1679.450562,05QD,5QD-01
15-4390-54514,Kakagi L.,1,110780754.7,421990.85,4,104,317.0100098,358.4111633,336.5876858,4.235516377,1714.336877,05PD,5PD-05
15-4390-55083,Porcus L.,1,5253792.79,19858.81,3,7,389.3544922,408.8297729,392.1500271,1.417762155,1727.215678,05PD,5PD-07
15-4395-54864,Dryberry L.,1,95094797.39,371461.29,6,349,342.6063843,357.6542053,347.8601524,1.589434144,1726.71175,05PD,5PD-07
15-4396-54165,Off L.,1,4462099.87,16430.73,4,40,350,361.2084961,352.0933756,1.283805179,1686.308228,05PB,5PB-03
15-4399-55286,Daniels L.,1,16325796.73,101182.45,4,53,396.7074585,416.5226135,402.5602531,1.497538447,1714.841046,05QD,5QD-05
15-4403-54276,Little Kishkutena L.,1,636862.7,7152.22,4,18,341.5467529,348.4768982,344.0210798,1.089935277,1694.79541,05PD,5PD-04
15-4414-56807,Little Vermilion L.,1,55023876.34,165254.79,6,"1,150",362.3171997,378.9518738,366.3329817,1.245130973,1498.205631,05QC,5QC-05
15-4417-55173,Windermere L.,1,933069.55,12289.94,4,27,393.5663757,404.1549377,397.0625254,1.606360948,1721.767456,05QD,5QD-02
15-4430-54221,Burditt L.,1,14522383.79,58740,5,195,347.4940186,358.9224854,350.2872661,0.725419495,1690.142681,05PB,5PB-03
15-4431-54685,Caviar L.,1,30974355.76,198300.42,6,878,317.0100098,336.3851013,327.3279957,2.445745717,1717.143712,05PD,5PD-05
15-4450-55883,Oak L.,1,41360925.3,141387.35,8,"28,847",318.8872681,341.7507935,321.208118,1.442274257,1625.39609,05QE,5QE-01
15-4452-55268,Little Gordon L.,1,1786130.19,6719.79,2,4,408.1096191,415.0955811,411.6792237,1.055010034,1710.993774,05QD,5QD-05
15-4470-55367,Canyon L.,1,17017271.1,94401.24,6,419,369.1888123,391.3912354,373.9149474,2.364125887,1694.489605,05QD,5QD-05
15-4479-54411,Katimiagamak L.,1,10882047.57,58706.09,4,24,360.48526,373.2955322,363.8372802,1.206369861,1700.852856,05PD,5PD-04
15-4487-55234,Augite L.,1,1068135.38,9378.22,4,18,389.6099548,400.8979492,394.3895004,1.618172249,1708.806274,05QD,5QD-05
15-4495-55118,Winnange L.,1,24423200.21,104200.92,5,122,365.3408203,387.9631958,369.3036162,2.087454143,1713.070306,05QD,5QD-02
15-4512-54200,West Jackfish L.,1,9027672.1,49603.49,5,76,349.7328796,361.0449219,353.1635214,2.597221457,1685.747571,05PB,5PB-03
15-4525-57350,Berens L.,1,26666363.92,112071.79,7,"3,420",325.2804871,343.2154236,328.7644682,2.006413282,1456.092925,05RC, 
15-4557-54838,Populus L.,1,8059429.57,85930,4,91,357.3503113,368.7828674,360.1864447,1.357155605,1708.865789,05PD,5PD-05
15-4562-54445,Schistose L.,1,3393134.71,22311,4,32,352.6030884,364.2571411,354.683332,1.261865511,1698.097127,05PB,5PB-03
15-4579-53993,Wasaw L.,1,1699199.23,8314.88,3,8,352.7961731,357.8184814,353.9350733,0.691501852,1676.362183,05PB,5PB-02
15-4589-56848,Coli L.,1,21186284.02,48875.57,3,13,408.6647339,424.8025208,410.2780413,1.077876631,1488.112803,05QC,5QC-06
15-4593-54629,Rowan L.,1,51348269.51,271639.44,6,356,338.6938782,353.6459961,343.0724434,1.944406484,1702.316311,05PD,5PD-06
15-4595-54375,Pipestone L.,1,36800445.2,223344.17,5,163,348.7471619,367.8212891,354.0159572,1.639633552,1691.991699,05PB,5PB-03
15-4602-54790,Atikwa L.,1,52301520.61,338004.77,5,245,352.1512756,369.1478577,358.1991904,1.238604866,1704.797536,05PD,5PD-05
15-4602-55724,Sup L.,1,6769279.91,20739.29,4,38,356.8730469,373.2255554,358.3368642,1.202456691,1638.766724,05QE,5QE-05
15-4606-55329,Edward L.,1,5591201.85,27722.72,5,65,374.538147,381.5496521,377.7017836,0.960718441,1689.788554,05QD,5QD-05
15-4610-54218,Calder L.,1,1016221.74,10228.01,3,6,354.6020203,363.7065125,358.0009112,1.179682498,1683.78,05PB,5PB-03
15-4613-57020,Nungesser L.,1,74270756.56,230887.58,5,225,387.9216003,402.6600037,389.4637029,1.243885678,1476.792735,05QC,5QC-06
15-4632-54287,Loonhaunt L.,1,21019661.42,97274.27,5,120,351.0062256,361.4673767,352.7596926,1.075806191,1686.440767,05PB,5PB-03
15-4640-55200,Aaron L.,1,574081.9,3761.19,0,0,389.6043396,395.3683472,391.4221898,0.808669513,1695.27,05QD,5QD-02
15-4642-55404,Eye L.,1,1306775.37,8560.78,1,1,330.3575134,339.3174133,334.2325669,1.365361248,1680.01062,05QD,5QD-01
15-4653-55440,Clay L.,1,27649597.27,93984.72,7,"3,323",320.0316467,333.3681946,326.2778806,1.235581465,1673.256061,05QD,5QD-01
15-4660-56220,Pakwash L.,1,86496835.73,161416.28,7,"5,020",338.9042664,359.4026184,345.1301089,0.969877361,1555.186892,05QC,5QC-01
15-4710-54335,Kaiashkons L.,1,20281853.75,52729.6,4,35,356.2041016,373.7313843,362.6406087,2.215477089,1684.751865,05PB,5PB-03
15-4725-54467,Bluffpoint L.,1,5068213.46,38828.44,4,14,365.5372314,373.8962708,368.0345575,0.968770438,1688.412567,05PB,5PB-03
15-4729-54570,Lawrence L.,1,20416288.7,109379.61,6,239,349.3879395,362.0974121,352.5401132,1.956049876,1690.967126,05PD,5PD-06
15-4741-57335,Silcox L.,1,8754944.54,23667.49,3,11,345.4199219,359.9719238,347.4362783,1.4512566,1445.080444,05RC, 
15-4745-54662,Priam L.,1,2851385.1,19784.74,4,34,355.6322937,363.2895203,358.2578865,1.009174165,1692.835612,05PD,5PD-06
15-4784-56717,Trout L.,1,345947247.5,704376.53,6,387,391.7094116,410.5368958,394.3130969,0.799396557,1496.200921,05QC,5QC-01
15-4785-54790,Tadpole L.,1,5238853.42,34791.54,3,8,389.4493408,396.5115356,392.5100362,0.670454422,1691.860555,05QD,5QD-02
15-4785-55574,Cliff L.,1,22400733.25,108422.33,4,67,366.61203,393.6248169,372.1854601,1.636244041,1648.765912,05QE,5QE-04
15-4880-55820,Wabaskang L.,1,60316334.72,183802.17,6,973,347.4877014,372.3669739,349.6957987,1.38324063,1606.51796,05QE,5QE-04
15-4894-56194,Wenasaga L.,1,18685880.09,32825.63,7,"1,877",356.7792969,370.4920654,357.3013411,0.912198163,1548.367368,05QB,5QB-08
15-4900-55708,Perrault L.,1,33060106.49,92083.16,5,459,353.978363,375.3130188,360.1568397,1.512142726,1623.134741,05QE,5QE-04
15-4919-56922,Blair L.,1,1261501.14,9546.45,4,30,412.2539978,424.3144226,414.5495299,1.455086267,1479.41,05QC,5QC-01
15-4943-54343,Vista L.,1,5602408.13,39093.62,3,13,389.9512329,398.8535767,392.4901866,0.897087065,1671.459131,05PB,5PB-06
15-4953-54441,James L.,1,1043767.6,13083.56,2,3,398.8430176,407.8075256,402.9707425,1.088891146,1673.918213,05PB,5PB-04
15-5000-58758,Sandy L.,1,484175953.7,857639.47,7,"4,419",267.3890076,296.6936035,272.207587,1.335911228,1338.714011,04CA, 
15-5023-54567,Lower Manitou L.,1,72309488.93,302647.67,6,468,367.0100098,399.9787598,370.9448754,1.507350337,1672.285833,05PB,5PB-04
15-5026-55337,Rugby L.,1,10206486.87,38539.62,5,186,356.0543213,370.9819641,361.0601562,1.3421183,1661.789252,05QD,5QD-04
15-5035-56302,Bluffy L.,1,24930983.34,86067.62,7,"1,784",368.9121094,386.2448425,373.2193754,1.127709166,1537.976537,05QB,5QB-08
15-5045-56849,Shabu L.,1,4711405.19,21624.8,5,376,409.9580078,424.4118958,411.4363243,1.334280771,1485.135783,04GA,4GA-09
15-5060-55643,Gary L.,1,1030347.28,5194.88,2,2,392.920929,405.7352295,394.5066734,1.324892499,1627.906616,05QB,5QB-01
15-5061-58179,North Spirit L.,1,66407665.55,194436.9,5,334,318.912262,334.6859741,321.1483924,0.920312833,1371.510776,04CA, 
15-5085-54773,Mountain L.,1,557075.93,5935.28,1,1,385.912384,390.4446716,387.9042742,0.662185562,1671.66,05QD,5QD-02
15-5085-55575,Thaddeus L.,1,15664216.8,21713.46,3,12,374.6357422,387.7455444,376.2097706,0.822484486,1635.31945,05QE,5QE-04
15-5089-59670,Lingman L.,1,5309130.91,32606.34,5,114,244.8034668,255.2094879,247.1588614,1.121438643,1282.08374,04AD, 
15-5100-54230,Otukamamoan L.,1,50439527.91,214849.06,6,494,353.9457703,367.2799683,358.0612903,0.994232585,1656.388039,05PB,5PB-07
15-5124-54968,Dore L.,1,9663804.51,39633.39,4,72,373.0618896,384.2520142,378.785373,0.968832694,1670.897488,05QD,5QD-02
15-5149-54725,Upper Manitou L.,1,41687110.35,167742.67,6,225,367.0181885,382.9014893,371.3482376,1.144997988,1667.740544,05PB,5PB-04
15-5172-54948,Godson L.,1,2608238.59,11590.47,4,36,381.9867859,392.4751892,388.2982839,1.638678073,1667.806722,05QD,5QD-02
15-5192-56320,Whitemud L.,1,9985299.98,32418.4,6,559,370.8250122,383.0429382,372.3846564,1.195003164,1536.343945,05QB,5QB-08
15-5209-57140,Wavell L.,1,8092853.23,18424.97,5,355,378.3552246,388.9855957,379.2921568,1.003734512,1454.700195,05RC, 
15-5210-56629,Confederation L.,1,41379887.2,264537.82,5,162,398.7744141,416.6777344,402.5677793,1.519869116,1506.963141,05QC,5QC-04
15-5213-56724,Premier L.,1,1528190.32,11991.93,5,173,394.0835876,407.8507385,395.8113573,2.060387689,1498.591187,05QC,5QC-04
15-5221-54041,Little Turtle L.,1,23140241.86,96572.46,6,"1,892",341.5167847,356.852478,345.9793533,1.094152839,1638.616862,05PB,5PB-10
15-5231-54423,Entwine L.,1,19512651.46,111462.48,4,68,389.0406799,399.0237427,391.7708294,1.125363935,1654.657786,05PB,5PB-07
15-5236-53978,Bad Vermilion L.,1,17969768.6,61756.97,4,19,340.5980835,356.9807129,342.887044,0.877269622,1638.893548,05PB,5PB-18
15-5241-55137,Thunder L.,1,11203381.45,20977.79,4,36,371.190033,378.1517334,372.8408926,0.793496619,1660.441002,05QD,5QD-01
15-5267-56886,Shabumeni L.,1,22020167.29,105304.73,5,350,391.6340332,409.5989075,394.2295613,1.397686276,1487.239219,04GA,4GA-09
15-5275-54864,Whitewater L.,1,1114301.13,7929.49,0,0,380.8018494,386.9280396,382.6044791,0.740038182,1660.803467,05QD,5QD-01
15-5276-57442,Willis L.,1,3564089.13,27202.01,6,527,371.7360229,386.4406433,374.748108,1.904995355,1423.564901,05RC, 
15-5282-55495,Mold L.,1,479967.05,4224.86,1,1,403.2631836,407.2470703,404.8287613,0.824010344,1638.070557,05QB,5QB-01
15-5290-56555,Uchi L.,1,11059512.65,91591.27,4,100,395.1070557,407.1748962,397.2238708,1.118025124,1513.286163,05QB,5QB-08
15-5293-55287,Gullwing L.,1,24544236.23,44918.72,5,103,357.9961548,369.2770386,361.6857147,1.337878133,1651.92576,05QD,5QD-03
15-5349-56812,Grace L.,1,4781736.27,33640.78,4,25,398.5140076,410.0059204,400.0527714,1.295827246,1490.93988,04GA,4GA-07
15-5365-57696,Tutu L.,1,3315897.51,19357.68,3,6,395.2575073,404.202301,396.4293258,1.066811687,1396.745209,04CB, 
15-5394-55901,Spruce L.,1,1147129.95,8078.84,2,4,387.5190125,393.7845459,388.3589685,0.973626352,1589.08606,05QB,5QB-01
15-5396-55107,Hartman L.,1,5175808.18,11737.59,3,6,395.6034546,402.131897,398.8646757,0.683739046,1652.036926,05QA,5QA-01
15-5413-55979,Birmingham L.,1,2675102.49,10790.77,2,11,374.9698792,385.2216797,376.4378645,1.311404819,1579.800476,05QB,5QB-06
15-5429-54280,Eltrut L.,1,22756712.4,90993.66,6,"1,033",366.8088074,376.9786682,371.672877,1.456794663,1636.742426,05PB,5PB-10
15-5430-56831,Superstition L.,1,2009627.07,14832.46,5,120,391.6650391,400.8196411,393.2095175,1.014691727,1489.132568,04GA,4GA-07
15-5433-56498,Jubilee L.,1,9785003.23,26493.96,4,73,390.3267212,409.331543,398.0701656,1.517615098,1518.201538,05QB,5QB-08
15-5452-56951,Birch L.,1,112820990.5,496827.73,6,898,390.4065247,407.1761169,393.19699,1.15505264,1479.49558,04GA,4GA-07
15-5463-55189,Big Sandy L.,1,38122407.5,56224.77,5,121,362.9640198,371.4941711,366.3170893,1.15641683,1646.995905,05QA,5QA-01
15-5464-53494,Lilac L.,1,2942745.76,8898.52,4,16,341.1625366,353.0215759,346.5539372,1.337235923,1614.509705,05PA,5PA-01
15-5464-56006,Wapesi L.,1,23536505.99,79580.23,5,231,372.3528748,388.9363403,374.4518898,1.394857487,1576.68465,05QB,5QB-06
15-5472-54633,Wapageisi L.,1,13077509.23,59611.62,4,30,406.7695923,412.3704529,408.8808186,0.718645802,1642.746521,05PB,5PB-11
15-5477-54774,Long L.,1,18295420.61,52241.64,6,596,370.7399902,382.8864136,374.7039121,1.301590169,1644.270005,05QD,5QD-01
15-5492-60415,Echoing L.,1,54233531.7,59900.61,5,88,183.4159088,192.6884766,184.1131095,0.381216101,1224.679158,04AE, 
15-5502-54176,Manion L.,1,11414817.11,34625.54,4,56,368.2986755,381.1447144,377.0262767,2.350495242,1629.869486,05PB,5PB-16
15-5503-53695,Captain Tom L.,1,1900924.77,13099.08,5,70,346.1344299,355.8529968,350.0441929,1.21001701,1617.789795,05PA,5PA-02
15-5503-54708,Stormy L.,1,34571175.32,119575.93,5,111,379.2983398,389.6058655,383.8905112,1.650505678,1642.883362,05QD,5QD-01
15-5527-53591,Thompson L.,1,9307272.18,43491.7,4,32,343.1540833,352.2748413,345.9649742,0.892844177,1613.081421,05PA,5PA-01
15-5537-54222,Pettit L.,1,11837263.33,37314.36,4,44,381.0064697,390.9908447,385.7085075,1.632470035,1629.447237,05PB,5PB-16
15-5586-54227,Sandbeach L.,1,6666211.91,18521.12,3,15,382.8983154,390.6952515,386.5783892,0.974188964,1627.196757,05PB,5PB-16
15-5600-54290,Mount L.,1,10174140.22,36555.31,4,36,381.5845642,391.2097778,386.291509,1.357997094,1627.704112,05PB,5PB-16
15-5605-56599,Jeanette L.,1,15906206.52,61669.85,4,63,403.0225525,417.5065613,406.3091615,1.025464492,1506.552926,05QB,5QB-08
15-5606-56722,Hailstone L.,1,5181889.12,54351.28,3,32,395.9128418,409.7595825,399.085168,1.732531102,1494.136251,05QB,5QB-08
15-5627-54632,Bending L.,1,11213597.05,59414.77,5,604,393.9289551,400.8575134,396.3851005,0.797106725,1631.536743,05PB,5PB-12
15-5646-55610,Bee L.,1,1463292.55,5558.62,1,1,365.6690979,369.9138489,366.7838799,0.825658325,1622.717773,05QB,5QB-01
15-5662-53769,Beaverhouse L.,1,19603076.1,86555.43,6,478,364.3718567,377.3408813,366.8666412,0.898946196,1609.701647,05PA,5PA-02
15-5670-54304,Grey Trout L.,1,13347677.51,56047.32,3,33,430.4247742,442.5870972,437.6301513,1.641745504,1623.841423,05PB,5PB-13
15-5670-55575,Richardson L.,1,1949923.18,9830.78,0,0,355.9296875,360.3573303,357.2919253,0.683274725,1625.816528,05QB,5QB-01
15-5676-54025,Calm L.,1,24150438.11,95980.45,6,"2,549",361.0734558,392.1450806,381.3190606,1.279549955,1618.022578,05PB,5PB-18
15-5684-54631,NL,1,1135558.35,5765.85,3,4,402.5641785,407.592926,405.015278,0.9467327,1625.817627,05PB,5PB-13
15-5688-53944,Factor L.,1,6421016.7,32635.56,3,11,408.6495361,418.7449951,410.4616424,0.814440691,1614.810791,05PB,5PB-19
15-5704-54143,Dovetail L.,1,5301614.71,47622.52,5,494,400.4367065,415.6083984,404.7605396,1.788462217,1619.338867,05PB,5PB-17
15-5704-54495,Dibble L.,1,10820401.49,73302.22,6,976,402.069458,414.9195862,406.9125099,1.664117553,1623.028537,05PB,5PB-13
15-5747-53824,Cirrus L.,1,22291475.44,124947.18,5,248,369.1413269,381.6448059,375.1580911,1.238780622,1604.640115,05PA,5PA-02
15-5751-58597,Nikip L.,1,55907858.06,59643.99,7,"2,068",280.869812,293.9025574,284.1921113,0.532184585,1309.651618,04CB, 
15-5752-55022,Unnamed L. (FMZ04_01),1,1104285.99,9640.75,2,3,424.0374451,431.5552979,426.9047708,1.267978272,1625.996948,05QA,5QA-02
15-5755-54281,Clearwater West L.,1,36001060.75,57641.2,4,67,420.0043335,434.0426331,425.7500805,2.077452985,1619.196842,05PB,5PB-13
15-5770-54220,Turtle L.,1,12125125.21,52755.43,5,391,428.0006104,438.729248,430.2953314,1.442166277,1616.481314,05PB,5PB-17
15-5782-55201,Amik L.,1,11648386.64,77452.76,4,60,389.6743164,396.7788086,391.788534,0.94267021,1626.034953,05QA,5QA-03
15-5787-53500,McAree L.,1,6635482.17,42073.54,4,21,361.4433899,371.5940857,363.8483754,1.043723295,1590.268121,05PA,5PA-04
15-5802-54916,Mud L.,1,1279884.82,7906.22,0,0,413.4017639,420.0726624,416.9845156,0.533858421,1618.52533,05QA,5QA-02
15-5808-56326,Otatakan L.,1,15228363.03,73667.45,5,190,383.9589233,401.3562927,387.6229168,1.673328016,1527.739787,05QB,5QB-04
15-5813-53685,Your L.,1,1630956.99,15900.77,3,10,391.3106384,395.3404541,392.9370218,0.549285773,1594.444824,05PA,5PA-03
15-5816-54402,White Otter L.,1,84726997.32,229891.84,5,314,410.3173218,431.9432983,416.4773785,1.819615372,1612.726114,05PB,5PB-13
15-5833-54665,Horseshoe L.,1,1037459.9,8476.41,3,6,469.1309814,471.1321716,470.1405487,0.354154781,1611.996582,05PB,5PB-14
15-5837-55088,Arethusa L.,1,7681712.33,40722.22,5,108,402.2721558,409.9638672,404.0617146,0.678284342,1618.031459,05QA,5QA-02
15-5842-54507,Nora L.,1,16129302.09,68470.65,4,36,419.833313,431.5753174,422.865983,1.686968132,1612.332879,05PB,5PB-13
15-5849-53998,Perch L.,1,6708527.26,34851.65,6,"2,290",378.1994934,388.7848816,380.5730004,1.185390329,1607.791504,05PB,5PB-18
15-5849-54406,Jackfish L.,1,1439123.78,7264.25,2,2,439.863739,445.004303,442.7772078,0.903195556,1611.23,05PB,5PB-13
15-5853-54894,Mameigwess L.,1,52433400.67,85280.74,3,22,402.1564331,420.7027588,406.8172332,0.788970732,1613.254659,05QA,5QA-05
15-5858-54247,Crowrock L.,1,18187286.89,120785.69,5,391,428.2433167,441.1236572,430.5795781,1.419772601,1610.239527,05PB,5PB-17
15-5866-55770,Expanse L.,1,8641553.18,37527.94,6,831,355.425415,377.1172791,362.0550365,1.699344019,1589.614246,05QB,5QB-01
15-5888-53453,Argo L.,1,9414267.48,44782.2,3,7,392.952179,403.0286255,396.2608541,0.995451292,1580.081543,05PA,5PA-04
15-5946-55139,Kukukus L.,1,41803127.57,166500.88,5,188,394.1843872,402.8371582,396.2920322,0.509826267,1606.820747,05QA,5QA-02
15-5948-55051,Heathwalt L.,1,8230081.12,29318.71,4,24,401.8200073,407.7559509,402.7401848,0.659834175,1603.469374,05QA,5QA-02
15-5955-54404,Sandford L.,1,29172146.89,77094.54,4,32,426.4959106,440.6149902,429.9927683,1.022511708,1599.217147,05PB,5PB-13
15-5958-53772,Jean L.,1,13443006.57,68089.74,4,31,379.1420898,387.4539795,382.5689724,1.017078178,1587.916858,05PA,5PA-03
15-5965-54891,Indian L.,1,40019164.48,82974.25,5,165,399.1005249,414.5520935,406.7382449,1.018406362,1600.582116,05QA,5QA-05
15-5970-53925,Abbess L.,1,1354103.54,13670.88,3,17,430.6074524,439.1276245,434.2103921,1.174402739,1595.009766,05PA,5PA-02
15-5975-53595,Poohbah L.,1,15287962.68,63728.1,4,34,370.8819885,384.1184692,379.2386767,1.057315713,1577.446582,05PA,5PA-03
15-5988-58262,Windigo L.,1,80334663.15,95461.18,7,"2,172",336.8610535,352.7017212,340.027135,0.688143886,1328.24753,04CB, 
15-6011-55383,Bawden L.,1,3756910.69,20608.64,5,80,391.6525879,396.5588684,392.8390875,0.68166919,1600.042664,05QA,5QA-01
15-6015-54420,Irene L.,1,14295438.1,37951.53,4,74,438.1065674,444.418457,440.0739953,0.637330193,1591.959251,05PB,5PB-17
15-6034-54181,Finlayson L.,1,14677157.99,85436.19,6,"1,680",404.5527649,418.7185059,407.9348047,1.475931001,1601.046922,05PB,5PB-18
15-6046-55042,Gooch L.,1,1452451.44,7177.06,3,8,407.6334229,410.8452148,408.5848651,0.306987601,1588.926025,05QA,5QA-04
15-6048-54975,Victoria L.,1,9267763.96,34328.3,4,14,415.2214661,421.6998291,418.230732,1.018045266,1587.842224,05QA,5QA-04
15-6049-54231,Bethune L.,1,1705258.83,22404.23,4,22,448.963501,455.1833496,450.245683,0.863418576,1596.385417,05PB,5PB-18
15-6052-53411,Sarah L.,1,9466439.76,50588.7,4,44,388.848175,404.697998,391.8397474,1.431433706,1562.207092,05PA,5PA-04
15-6059-54782,Little Sandbar L.,1,2184845.99,12534.33,3,10,414.8274841,418.8338928,416.6357768,0.599305802,1586.58728,05QA,5QA-05
